0.0943914	0.10992361	-0.04454174	0.026662719	-0.07688398	-0.030065084	-0.00069636677	0.15378313	0.10285308	-0.051021293	0.050193794	0.052679826	-0.08422394	0.11340568	0.0874822	0.028330293	-0.10607347	-0.12189221	0.05843476	0.14491203	0.04019702	0.04866826	-0.011812036	-0.1834668	-0.13152309	0.09710571	0.074378245	0.012390822	0.031360373	-0.06868685	0.01773153	-0.13968241
-0.2041948	-0.17020236	0.1167594	0.1804603	-0.12777244	-0.013536606	0.20632926	0.027028318	0.23919176	0.0068977345	0.08692181	-0.09480652	0.12959431	0.020169813	0.10361595	0.14960153	-0.07136338	-0.061762087	-0.007317114	-0.14297603	0.40583915	-0.225955	0.284169	0.19949962	-0.19721387	0.092170045	0.16309747	-0.08365517	0.4251897	-0.046477754	-0.18454766	0.011585875
-0.057736624	-0.0069666915	0.05353428	0.0012617956	-0.27203414	0.0112747885	0.027703818	0.1491371	-0.22996919	-0.047815815	-0.14425118	0.0056748465	0.014582836	0.03655478	0.39741462	0.10521024	0.14183085	0.12873778	0.09655853	-0.040610626	-0.026919827	0.19319353	0.10309588	-0.09939713	0.054877803	0.007452597	0.089038454	-0.20363209	0.16080678	0.22268866	0.14125219	0.050554387
-0.035477255	-0.09504216	0.20883329	0.14535907	-0.071714416	-0.19312242	-0.018947301	0.170945	0.006097367	-0.018774398	-0.09219554	-0.10013922	-0.11414677	-0.046577428	-0.08495287	0.11332225	0.11877318	0.3590044	0.21733573	-0.40602162	-0.3690043	0.29953837	0.21253552	0.03187634	-0.044708636	-0.09385036	0.1649299	-0.101052	0.16367333	0.037355967	0.16436027	0.10413896
0.15361983	0.056746785	-0.09433426	0.11027467	-0.18063553	0.32979763	-0.12087559	0.028044406	0.25185773	-0.4422803	-0.23847921	0.25848174	-0.3526914	-0.22800498	-0.2220532	0.04306239	-0.07143922	0.34548753	-0.033121016	-0.32887203	-0.062499665	0.14695893	0.254951	0.081091695	0.03462108	0.16232185	-0.041932113	0.10164067	0.1369881	-0.010672926	-0.0030469398	-0.1451327
-0.03924437	-0.103118256	-0.03570645	-0.017256448	0.21806914	0.27855507	0.36976558	0.0063353665	0.12152044	0.029699583	0.1754366	-0.071827866	0.39478812	0.13682139	0.34641007	0.036516625	-0.31936714	0.52469033	0.25853735	-0.108147934	-0.0133647425	-0.11826206	-0.0017885673	0.3333842	-0.10739239	0.27389467	-0.1900724	0.07111588	0.34414294	-0.14306033	-0.39180097	-0.030240007
-0.18422247	0.036505535	-0.01949888	-0.14397384	-0.10846261	-0.070954666	0.30264992	0.10220171	0.32549068	0.06368263	-0.15154313	-0.061916355	-0.28953436	0.16786571	-0.14741741	0.11759221	0.39932796	0.07897101	0.23658748	-0.26304844	-0.15584433	0.065073945	0.1489792	0.0906689	0.16992068	-0.16547456	-0.06514922	0.047723405	0.24803235	-0.10030804	-0.18262383	0.544101
0.20970894	0.03753309	0.1675907	0.36232743	-1.5128651e-05	0.44660532	0.20566052	-0.12661216	-0.04556417	-0.43639585	-0.1386476	-0.13147426	-0.10148507	-0.16301544	-0.066570476	0.18170853	0.21868376	0.45687896	0.13424711	0.009173141	0.03188388	0.051859066	0.14306343	0.02354127	0.22913954	0.012227771	-0.12401296	-0.10662545	0.37097317	-0.062192846	-0.18225431	0.13649684
-0.0522178	-0.21066722	0.112542726	0.1145646	0.20154631	0.21273716	0.17125098	-0.108521245	0.17082992	0.14081323	-0.14270195	0.17700905	-0.21431369	0.11579096	0.118682794	0.21889517	0.10640725	-0.015651844	0.16984963	-0.019379517	0.0696078	0.02590545	0.05992103	0.07383196	0.098028764	-0.1418719	0.25154182	-0.15332732	0.123227045	-0.05163232	-0.31436303	0.1411656
-0.04747371	0.021615451	-0.12889855	-0.2758103	-0.2799545	-0.0048199845	0.22394504	-0.00442228	0.22112739	0.0018360306	0.18470383	0.0057520866	-0.19909172	0.14310972	-0.025540875	-8.913751e-05	0.25871554	0.10077084	-0.07137352	-0.07923549	-0.0898334	-0.053929027	0.030765684	-0.17620718	-0.04980518	-0.17112605	0.020405332	-0.18967094	0.1698567	0.07675316	-0.30172756	0.30595124
-0.1817303	-0.27381957	-0.34223667	0.09240643	0.09976383	0.074715786	-0.26193312	0.082055144	-0.06023408	0.0706163	-0.0073850127	0.1014067	-0.070137754	-0.21311598	0.06621349	-0.10662141	0.20043142	0.069721974	-0.12881982	-0.12102176	0.34087157	-0.042491645	-0.06804415	-0.47980812	-0.208171	-0.022305103	-0.11580902	-0.00618627	0.33188912	0.2774278	-0.07767011	-0.08931506
0.085454985	-0.079718955	0.018484464	-0.19389527	-0.13558619	-0.30267036	-0.05227062	0.08861821	0.09640694	0.2088936	0.26117262	0.064317614	-0.1355953	0.28739214	0.01781532	0.032039482	0.24042673	-0.007309155	-0.006869139	-0.17375137	-0.00085935334	-0.05646733	-0.09145894	-0.0237671	-0.071023755	0.087486014	0.18668497	-0.08394118	0.11196811	0.106110126	0.094813466	0.13759546
